,name0,average,usersrated,weight,minplayers,maxplayers,playingtime,yearpublished
3769,Black Stories 2,6.184,1088,1.238,2,15,20,2005
3624,Don,6.184,1102,1.661,3,6,30,2001
4304,Der Ausrei??er,6.184,738,1.277,2,6,20,1963
2284,Estalo,6.184,7995,1.394,2,6,30,1988
4783,Duck Duck Bruce,6.184,549,1.037,2,4,20,1997
2906,CATAN Szybka Gra Karciana,6.182,2271,1.671,2,4,30,2011
4305,Titan Race,6.182,755,1.615,2,6,30,2015
4338,Desperados of Dice Town,6.182,717,1.41,2,4,25,2014
4901,Railroad Dice,6.181,503,2.707,2,4,90,2003
4445,Broom Service: Das Kartenspiel,6.181,703,1.316,3,6,30,2016
3183,Candamir: Az els?? telepesek,6.18,1778,2.245,2,4,60,2004
4774,Shazamm!,6.18,586,1.889,2,2,30,2003
3747,Drahtseilakt,6.18,1003,1.343,3,5,30,1999
4603,Adios Amigos,6.179,655,1.103,2,4,15,2009
4779,Owner's Choice,6.178,595,1.75,2,5,45,2006
3210,Foodie,6.177,1493,1.178,3,5,15,2003
51955,Zombi!!! 5: Fuga di Cervelli,6.177,785,1.632,2,6,90,2006
3892,Bull in a China Shop,6.176,929,1.425,3,5,30,2006
3535,Marnon,6.176,1389,2.281,2,6,180,1979
3019,Pirate Fluxx,6.176,2407,1.418,2,6,40,2011
4101,Martian Fluxx,6.175,902,1.437,2,6,30,2009
4653,Mordred,6.175,592,1.978,3,4,45,1999
5077,Cowboys: The Way of the Gun,6.174,502,1.597,2,10,60,2007
3803,Knit Wit,6.174,1006,1.722,2,8,15,2016
4513,Packet Row,6.174,643,1.947,2,5,75,2013
3701,Zombi!!! 4: La Fine...,6.173,1409,1.663,2,6,120,2004
3085,Caribooh,6.172,1776,1.05,2,2,15,1999
5026,Antler Island,6.171,514,1.958,3,4,45,2007
3493,C'est Chien!,6.17,1229,1.066,1,5,15,2012
3960,Alexandros,6.17,918,2.383,2,4,45,2003
4521,Techno Witches,6.167,631,1.466,2,4,50,2005
4917,Pirate Dice: Voyage on the Rolling Seas,6.167,525,1.667,2,4,60,2012
5021,Desserts parfaits,6.167,604,1.364,2,5,25,2015
4469,Gizmo,6.166,665,1.245,2,8,30,1989
4792,La Chose,6.166,785,1.226,4,12,60,2014
3788,Chang Cheng,6.164,1073,2.297,2,4,60,2007
4243,Harry Potter Sammelkartenspiel,6.164,984,1.974,2,2,20,2001
3245,World of Warcraft. ???¸?? ?¿???¸?º?»?????µ?½?¸?¹,6.163,1910,2.565,2,4,120,2008
4819,Gangster,6.163,576,2.306,2,5,90,2007
5158,Flight Leader,6.163,593,3.506,2,8,180,1986
4483,Farmageddon,6.162,751,1.63,2,4,30,2012
5091,Zombiaki 2: Atak na Moskw??,6.162,606,1.569,2,2,30,2010
2278,Croc!,6.162,5824,1.12,3,6,20,2007
3009,Aux Pierres du Dragon,6.159,2092,1.863,3,6,45,2002
3557,Bock Rock,6.159,1196,1.231,3,6,15,2007
2379,Kill Doctor Lucky,6.159,6328,1.648,3,8,45,1996
4210,Sunken City,6.158,840,1.99,2,4,45,2004
5375,Broadsides & Boarding Parties / ??â?¬ l'Abordage Pirates!,6.158,554,1.826,2,2,60,1982
4301,Auf den Spuren von Marco Polo,6.157,771,1.802,2,5,45,2004
3343,Nacht der Entscheidung,6.157,1505,1.854,3,10,15,2015
4381,Cockroach Soup,6.156,743,1.179,2,6,20,2008
4463,Tulipmania 1637,6.154,699,2.465,3,5,60,2009
3430,Disque-Monde: Les Sorci?¨res,6.154,1665,1.684,1,4,90,2013
3638,Raub Ritter,6.153,1261,2.013,2,4,45,2005
5243,Warmachine: High Command,6.153,569,2.312,2,4,60,2013
3494,Panic Lab,6.153,1396,1.333,2,10,30,2012
3730,Fast Forward: FANTASMA,6.152,1085,1.069,2,5,15,2017
5270,Dice Brewing,6.151,564,2.432,2,4,45,2014
4642,Le jeu d'ombres en for???©t,6.15,749,1.095,2,8,15,1985
2882,Cockroach Salad,6.15,2452,1.147,2,6,20,2007
5080,Plunder,6.15,565,2.189,2,4,45,2004
4804,Das Geheimnis von Monte Cristo,6.149,604,2.375,2,4,60,2011
4400,Ideology: The War of Ideas,6.149,880,2.748,2,5,90,2003
5032,Pocket Madness,6.149,530,1.444,2,4,30,2016
4717,Filary Ziemi: Gra Karciana,6.149,654,2.125,3,4,60,2010
5142,Der Herr der Ringe: Die Reise nach Mordor,6.148,693,1.512,2,4,20,2015
2569,Les Aventuriers du Rail: Le Jeu de Cartes,6.148,3846,1.873,2,4,30,2008
4748,Siena,6.148,692,3.324,2,5,90,2005
4814,Zombiaki,6.147,719,1.623,2,2,15,2003
4179,Buy Low Sell High,6.147,854,1.991,2,4,60,1996
5088,Swish,6.146,548,1.278,2,6,10,2011
4293,Finito!,6.146,735,1.106,2,4,20,2008
4380,Cranium Black,6.146,901,1.414,4,16,60,2007
4451,Quixo,6.144,733,1.628,2,4,15,1995
3590,Alhambra Kertjei,6.143,1258,1.809,2,4,60,1993
5171,Trumpet,6.143,541,1.458,2,6,45,1990
4500,Way Out West,6.143,671,2.62,3,5,120,2000
2842,De beer is los!,6.141,2618,1.489,2,2,30,1973
4880,Feurio!,6.14,565,2,1,4,30,2003
2404,Dungeon Roll,6.133,7249,1.337,1,4,15,2013
5065,Station Master,6.132,558,1.548,2,6,60,2004
5330,Sky Traders,6.132,647,2.778,2,5,180,2012
3862,A la v?´tre !,6.131,1197,1.4,2,12,45,2016
3266,Arcana,6.131,1816,2.056,2,4,60,2009
4496,Little Devils,6.131,718,1.341,3,6,15,2012
4333,Kung Fu Fighting,6.13,974,1.292,2,6,30,2004
3067,Age of Mythology: Das Brettspiel,6.13,3130,2.93,2,4,120,2003
4487,War on Terror,6.13,1149,2.474,3,6,120,2006
4318,Mage Knight,6.129,933,2.361,2,4,60,2000
3979,Eiszeit,6.127,1007,2.345,3,5,90,2003
4540,Chicane dans la cabane,6.122,787,1.053,3,6,20,2011
3510,Canardage,6.121,1671,1.108,3,6,20,2005
5173,Heads of State,6.121,585,2.94,2,5,120,2008
4926,Goblins Drool Fairies Rule!,6.117,627,1.075,1,4,15,2013
3231,WarCraft. ???¾?µ?²?°?? ?¸?³???°,6.117,2533,2.759,2,4,120,2003
2999,Gwiezdny Munchkin: Edycja Jubileuszowa,6.117,4516,1.743,3,6,90,2002
4984,Nobody but Us Chickens,6.117,558,1.179,3,6,20,2003
4710,Charlemagne,6.112,695,2.464,2,4,90,1999
4095,Bunny Bunny Moose Moose,6.111,956,1.527,3,6,20,2009
5006,Don Quixote,6.111,612,1.636,1,4,20,2010
3933,Barbe Noire,6.111,1119,3.324,1,5,120,2008
4013,Kto drugi ten lepszy!,6.11,988,1.156,2,6,25,2015
5400,Munchkin Panic,6.11,670,2.105,1,6,60,2014
3744,Toutankamon,6.11,1265,1.585,2,6,30,1993
3113,Dungeoneer: Die Katakomben des Hexenmeisters,6.11,2515,2.189,2,4,60,2003
5352,King Arthur: Das Kartenspiel,6.109,514,1.525,2,5,30,2005
5438,Zpocalypse,6.109,601,3.378,1,4,100,2013
3283,...and then we held hands.,6.107,1752,1.774,2,2,45,2015
4098,Camelot Legends,6.107,1184,2.336,2,4,60,2004
4841,Bez hranic,6.106,650,1.518,2,6,30,2010
4173,De Piramides van de Jaguar,6.105,873,1.724,2,2,45,2002
5369,Blood Feud in New York,6.104,651,2.688,2,6,180,2004
3045,farkasok ?©s B??R??NYOK,6.104,2575,1.665,2,4,30,2002
3965,Quicksand,6.103,1069,1.173,2,5,20,2003
5481,Garbage Day!,6.103,524,1,2,5,30,2016
3171,Roll For It!,6.103,2438,1.046,2,4,30,2011
3453,Castel,6.101,1633,1.907,2,5,30,2000
4396,Educational Password,6.101,893,1.526,3,4,30,1962
3240,Cthulhu Fluxx,6.1,2773,1.482,2,6,30,2012
2627,Annex,6.098,6663,2.102,2,2,30,1883
4851,Star Trek Customizable Card Game,6.098,1019,2.756,2,2,45,1994
3405,Algo,6.097,1731,1.489,2,4,15,2002
4623,Facts in Five,6.097,787,1.675,1,5,30,1964
4062,Arany?¡s?³k P?¡rbaj,6.096,1179,1.343,1,2,30,2014
4140,Dirty Pig,6.096,1117,1.05,2,6,10,2012
4993,Jericho,6.092,597,1.398,3,5,15,2006
5541,Chabyrinth,6.092,579,1.333,2,4,15,2007
4274,Quarantine,6.092,874,2.136,2,4,60,2013
3834,Animania,6.091,1424,1.103,3,8,20,2004
3498,Coin Age,6.09,1757,1.323,2,2,15,2013
3689,The Game of Things,6.088,1908,1.229,4,15,45,2002
51052,Zombi!!! 3: Centro Commerciale,6.087,1832,1.669,2,6,120,2003
4108,Briques ?? Bloc,6.087,1044,1.274,2,4,30,2004
4033,Eufraat & Tigris: Het Kaartspel,6.086,1190,2.731,2,4,45,2005
4046,Gloria Mundi,6.085,1079,2.612,2,6,60,2006
2507,Battaglie Strategiche,6.084,13157,1.854,2,2,45,1946
3668,Bohnanza de las galaxias,6.084,1401,1.39,2,6,40,1999
5130,Clue Reinvention,6.083,948,1.829,3,6,60,2008
5422,Bongo!,6.078,508,1.413,2,8,15,2000
5083,Pi?±a Pirata,6.077,697,1.257,2,6,30,2014
2956,Chicago Gangster,6.077,3901,1.324,2,6,30,1982
4963,Crazy Donkey,6.074,622,1.25,3,12,30,2004
3761,AtoMUUU?³wki,6.074,1678,1.37,2,6,25,2001
5476,Era of Inventions,6.07,559,2.933,3,5,90,2010
5132,Asalta la Caja,6.069,704,1.47,2,4,30,2003
3055,Monty Python Fluxx,6.067,4652,1.352,2,6,40,2008
6129,Rage,6.066,563,2.349,2,6,45,1995
4856,Artificium,6.066,814,2.054,2,6,50,2014
4684,4 Gods,6.065,793,2.191,2,4,30,2016
5659,Corsairs,6.065,514,1.682,2,4,60,2000
3023,Black Stories,6.065,3766,1.269,2,15,20,2004
5137,Belle of the Ball,6.064,585,1.484,2,5,45,2014
5737,Alexander De Grote,6.062,521,2.724,2,5,75,2005
3243,Quiddler,6.061,2970,1.44,1,8,30,1998
4209,Flickwerk,6.06,1074,1.475,2,4,30,2000
4935,Batman: Gotham City Strategy Game,6.06,784,2.333,2,4,90,2013
4405,Ninja Versus Ninja,6.055,939,1.286,2,2,15,2008
3819,Piraten der Spanischen Meere,6.055,2728,1.774,2,10,30,2004
5609,Burn Rate,6.054,608,1.589,2,4,45,2002
5680,Last Chance,6.053,519,1.321,2,6,20,1994
5406,Girl Genius: The Works,6.049,691,1.934,2,4,30,2001
5023,Bridge Troll,6.048,713,2.015,3,6,45,2009
4321,This Town Ain't Big Enough for the 2-4 of Us,6.047,974,1.353,2,4,15,2014
6011,El tango de la tar??ntula,6.046,517,1.194,2,5,20,2009
5534,Food Fight,6.046,708,1.727,2,6,30,2011
4343,A Fistful of Penguins,6.045,982,1.342,1,6,15,2011
5003,Dessert Queen,6.043,776,1.182,3,10,15,2011
4291,Feudal,6.043,1354,2.284,2,6,90,1967
5316,Au Feu!,6.039,631,1.302,3,5,30,1998
5898,Continental Express,6.035,542,1.243,2,4,20,2014
3927,Aquarius,6.035,1647,1.139,2,5,30,1998
5382,Chariot Race,6.034,649,1.706,2,6,45,2016
4607,GUBS: A Game of Wit and Luck,6.033,1309,1.391,2,6,20,2007
50677,The Settlers of Catan: The Great River,6.033,955,1.873,3,6,90,2005
5274,Level 7 [Escape],6.032,835,2.836,1,4,45,2012
3824,Scarab Lords,6.032,1560,1.909,2,2,40,2002
5749,Romans Go Home!,6.029,541,1.261,1,4,15,2013
5364,The Board Game Geek Game,6.028,594,2.101,3,6,60,2009
4900,FlowerFall,6.027,795,1.046,2,7,10,2012
4858,Einfach klasse in Mathematik: Zahlen-Rallye,6.027,888,1.127,2,5,15,2006
3660,Mag Blast (3. Edition),6.024,1917,1.559,2,8,20,2006
5346,Clue,6.023,1017,1.652,2,6,40,2012
5974,Anachronism,6.022,645,1.711,2,4,5,2005
4168,A Hobbit,6.02,1666,1.754,2,5,45,2010
3461,Panic Station,6.019,2895,2.335,4,6,40,2011
5651,Bouc Makers,6.019,578,1.492,2,6,30,2007
4885,duck! duck! Go!,6.018,812,1.603,2,6,20,2008
5590,Bellz!,6.016,604,1,2,4,15,2014
5086,Gargon,6.011,770,1.746,3,5,45,2001
5903,Get Lucky,6.011,579,1.594,2,6,20,2014
3327,Eksploduj??ce kotki,6.008,18595,1.073,2,5,15,2015
4616,Robot Turtles,6.008,1030,1.333,2,5,15,2013
4114,Dominant Species: The Card Game,6.007,1296,1.905,2,6,60,2012
4937,Dados Ninja,6.006,923,1.333,2,5,30,2013
5945,De Boze Wolf,6.006,503,1.034,3,6,10,2012
4588,Risiko: Star Wars â?? Die Klonkriege,6.005,1500,2.217,2,4,120,2005
5907,Cap Horn,6.004,535,2.023,3,5,45,1999
5790,Scream Machine,6.004,527,1.535,3,6,45,2003
50558,Zombi!!! 2: Zombi Corp(i),6.003,2364,1.624,2,6,120,2002
5969,5 p?¥ stribe,6.003,545,1.906,2,2,5,700
3919,Munchkin Beisst!,6.003,2849,1.76,3,6,90,2004
4695,Gauntlet of Fools,6.002,1109,1.478,2,6,30,2012
3291,Fluxx Zombi,6.001,5941,1.435,2,6,40,2007
3789,Risiko,6,2852,2.172,3,5,90,2008
4164,Skyline,6,1333,1.287,1,4,20,2012
5666,Bacchus' Banquet,6,627,1.636,3,5,30,2008
3228,One Eyed Jacks,5.999,6821,1.341,2,12,30,1982
6127,Burger Joint,5.998,520,1.875,2,2,30,2009
4736,Dead Panic,5.996,1024,2.268,2,6,90,2013
4773,Fifth Avenue,5.994,918,2.648,2,4,100,2004
6292,Ciao Ciao...,5.992,521,1.079,2,4,30,1997
5856,Hoax (Second Edition),5.99,646,1.727,3,6,20,2016
5480,Arvaa Kuvio,5.99,728,1.364,3,8,30,2002
5879,Shadows over the Empire,5.989,564,2.848,2,4,30,2013
6270,Cranium Kilucru,5.989,509,1.089,3,6,30,2005
6103,Fliegen klatschen,5.987,546,1.046,2,8,15,2004
4268,Africa,5.985,1258,1.748,2,5,60,2001
4139,221B Baker Street,5.985,2492,1.812,2,6,90,1975
5839,Chez Goth,5.985,671,1.429,2,5,60,2004
5818,Limits,5.985,564,1.138,2,6,45,2001
5592,Richthofen's War,5.985,810,2.425,1,6,60,1972
5474,Days of Steam,5.984,690,2,2,4,60,2009
5529,Heroica: die Festung Fortaan,5.981,787,1.431,2,4,20,2011
4153,Book and Run,5.98,2142,1.257,1,7,30,1996
5833,Dilbert: Corporate Shuffle,5.979,614,1.317,4,6,15,1997
5538,Munchkin Impossible,5.977,1077,1.829,3,6,120,2006
4991,Fast Forward: FLEE,5.975,943,2.222,1,4,90,2017
4595,Al Cabohne,5.973,1098,1.767,1,2,60,2000
4026,Unlock!: Le Jeu d'Escape Room â?? Les Pi?¨ges du Nautilus,5.973,1532,2.8,1,6,60,2017
4978,Army of Frogs,5.972,885,2.011,2,4,45,2007
3867,Monsters Menace America,5.972,2245,1.841,2,4,90,2005
5563,Ooga Booga,5.972,745,1.026,3,6,10,2011
5434,Emira,5.97,754,2.833,3,5,100,2006
3937,Calabozo,5.969,3593,1.564,1,8,30,1975
5322,Cosmic Wimpout,5.966,1007,1.226,2,7,20,1975
6220,Blood Bowl,5.966,603,2.694,2,2,120,1986
4286,De-Lux Lord of the Fries,5.965,1611,1.29,3,8,45,1998
4833,Discover: Lands Unknown,5.965,1478,2.318,1,4,120,2018
4702,Black Sheep,5.963,1158,1.419,2,4,30,2008
5920,Action!,5.963,861,1.136,3,16,45,1990
5317,Grass,5.963,1101,1.56,2,6,60,1980
5608,Amsterdam,5.957,740,2.208,2,4,60,1999
7094,Chaos Marauders,5.956,505,1.367,2,4,45,1987
3657,Cards Against Humanity,5.955,21912,1.206,4,30,30,2009
6159,Yu-Gi-Oh! Trading Card Game,5.954,1116,2.36,2,2,20,1996
4945,Superfight,5.953,1945,1.238,3,10,30,2013
6566,Der Herr der Ringe: Das Kinderspiel,5.951,508,1.239,2,5,20,2003
5792,We Didn't Playtest This Either,5.951,763,1.214,2,10,10,2009
5724,Planes,5.951,652,1.964,2,4,30,2014
5861,Minotaur Lords,5.95,592,2.081,2,2,30,2004
6325,Batik,5.949,547,1.115,2,2,10,1997
4635,13 Dead End Drive,5.948,1784,1.414,2,4,45,1993
46280,Carcassonne: De graaf van Carcassonne,5.947,3162,2.003,2,6,60,2004
6523,3-D-Mill,5.945,578,1.851,2,4,30,1967
5900,Cypher,5.943,638,1.5,2,4,25,2014
6856,Crack the Case,5.942,510,1.588,2,8,60,1993
5287,Wazabi,5.936,1086,1.086,2,6,20,2008
6173,Mars Attacks: el juego de dados,5.936,679,1.195,3,6,20,2014
4425,Blink,5.935,1793,1.07,2,3,10,1995
5011,Paf le singe!,5.934,1376,1.437,2,6,30,2003
6201,Advanced Mastermind,5.931,635,2.327,2,2,10,1972
5803,Naval Battles,5.931,729,1.865,2,6,30,2004
4742,Caras y Gestos,5.93,1409,1.177,4,99,10,1990
4777,Der Herr der Ringe: Das Duell,5.928,1293,1.705,2,2,45,2002
5378,Res Publica,5.927,924,1.695,3,5,60,1991
5555,Inn-Fighting,5.926,1010,1.54,3,6,30,2007
6423,Battue: Storm of the Horse Lords,5.922,601,2.051,2,4,60,2007
46095,Magia i Miecz: W kosmicznej otch??â??ani,5.917,947,2.134,2,6,240,1988
6479,Boh?³k?¡k,5.916,621,1.071,2,6,20,2010
7650,The Farming Game,5.916,788,1.689,2,6,120,1979
6312,World of Tanks: Rush,5.915,747,2.062,2,5,30,2013
4526,Creationary,5.914,1629,1.352,3,8,60,2009
6403,Ehre der Samurai,5.914,801,2.184,3,6,60,1996
5763,DruidenWalzer,5.914,752,2.364,2,2,45,1999
5385,Landlord!,5.912,937,1.515,2,6,10,1992
6785,oddball ??eronauts,5.912,618,1.6,2,2,20,2014
5069,5 Pepinos / 5 Cornichons,5.911,1085,1.327,2,6,25,2013
6093,Loaded Questions,5.911,936,1.295,3,6,45,1997
4111,Munchkin,5.909,39625,1.8,3,6,120,2001
6396,Vampir,5.907,596,1.329,3,5,30,2000
5506,Clash of the Gladiators,5.905,925,1.535,2,5,45,2002
3691,Arcana,5.903,5597,1.633,2,2,10,700
6132,B-Movie,5.902,832,1.488,2,8,60,1999
7187,Diskwars,5.898,508,2.383,2,8,90,1999
6949,Trivial Pursuit Aposta e Ganha,5.897,544,1.538,2,6,60,2010
6085,Cat Blues,5.895,722,1.439,2,6,30,1998
6276,Eco Fluxx,5.895,1071,1.256,2,6,15,2005
7340,Winter Tales,5.893,557,2.652,3,7,90,2012
4644,Aye Dark Overlord!,5.892,2609,1.297,4,16,30,2005
6759,Chicago,5.89,519,1.746,2,6,45,2007
7251,Apollo 13,5.887,780,1.781,2,6,60,1986
4202,The Lord of the Rings Risk,5.885,4210,2.284,2,4,120,2002
7331,Blitzkrieg,5.884,702,2.75,2,2,90,1965
7117,Cosmic Cows,5.884,612,1.06,2,2,30,2001
10435,Killers of the Three Kingdoms,5.883,736,2.228,2,10,40,2007
5678,Arena Maximus,5.881,972,1.823,2,5,60,2003
4990,Super Munchkin,5.88,2565,1.837,3,6,90,2005
5746,Lost Temple,5.879,875,1.739,2,8,40,2011
6723,Chainsaw Warrior,5.879,694,1.922,1,1,60,1987
4874,Munchkin Quest,5.877,3603,2.515,2,4,180,2008
7308,Der Hexenmeister vom flammenden Berg,5.877,659,1.86,2,6,120,1986
6981,HellRail: Third Perdition,5.876,535,2.188,3,4,60,2001
5205,Munchkin Fu,5.876,2239,1.736,3,6,90,2003
7490,Spite & Malice,5.876,506,1.388,2,5,30,2002
5167,Rattle Snake,5.875,1286,1.069,2,4,15,2007
7759,Die Drachenw?¼rfel,5.875,1067,2.385,2,4,30,1995
5441,Eaten by Zombies!,5.872,1124,2.078,2,4,30,2011
6197,Cat Tower,5.871,845,1.04,2,6,20,2015
45641,Munchkin Blender,5.87,847,1.846,3,6,90,2004
7242,Ming Dynastie,5.87,501,2.845,2,4,90,2007
6749,Looting London,5.869,573,1.403,2,5,30,2008
6594,Care-i Treaba?,5.865,717,1.133,2,4,20,2016
6931,Cowabunga,5.863,566,1.277,2,5,30,2005
5808,Blazing Camels,5.856,924,1.098,3,5,20,1994
5025,Dej sem Mozek,5.856,2090,1.276,3,8,15,1996
7602,30 Squares,5.855,623,1.484,2,2,30,-3500
7349,Take Stock,5.855,527,1.792,2,6,60,2006
7916,Kitty Paw,5.855,550,1.294,1,4,30,2015
5936,Rettet Doktor Lucky,5.854,1138,1.495,3,7,30,2000
5805,Fiji,5.854,892,1.767,2,5,30,2006
6824,Hex Hex,5.851,809,1.296,3,6,30,2003
6569,The Phantom Society,5.851,670,1.514,2,4,20,2013
6821,Buccaneer Bones,5.851,621,1.064,1,4,15,2013
6440,Anima: Der Schatten Omegas,5.849,1195,2.191,2,5,60,2006
5713,Infernal Contraption,5.847,1221,1.804,2,4,60,2007
45437,Bohnanza: La Isla Bohnita,5.843,673,2,2,7,90,1998
6353,Apples to Apples Junior,5.842,1017,1.153,4,10,30,2002
8911,The Guns of August,5.841,589,3.462,2,6,1080,1981
6822,Epix,5.84,638,1.633,2,4,20,2014
5947,Isis & Osiris,5.839,914,1.354,2,4,20,2001
5768,Attack!,5.838,1811,2.55,2,6,180,2003
9535,Atmosfear,5.837,847,1.8,2,6,60,1991
7549,Clue: Suspeitos,5.836,616,1.569,3,5,45,2002
45408,Bohnaparte,5.836,645,2.139,3,6,90,2003
5720,Crazy Bomb,5.835,1202,1.312,2,10,20,1994
7641,Halt mal kurz: Das K???¤nguru-Spiel,5.834,638,1.217,3,5,20,2016
6619,Sushi Dice,5.833,730,1.097,2,6,20,2014
5498,Jamniki,5.832,1163,1.069,2,5,10,2014
45239,Trivial Pursuit Edizione Genus II,5.832,501,1.647,2,24,90,1984
6813,Pink Treehouse,5.831,823,1.312,2,4,20,2006
7518,Montgolfiere,5.83,577,1.221,2,6,45,1992
4335,??pfel zu ??pfeln,5.829,17112,1.162,4,10,30,1999
7512,Zombie in my Pocket,5.828,509,1.385,1,8,30,2010
6980,Bears!,5.826,843,1.02,2,4,20,2011
6450,Back to the Future: The Card Game,5.822,1103,1.75,2,6,20,2010
7769,Cthulhu 500,5.822,519,1.712,3,8,60,2004
6331,Trains and Stations,5.821,841,1.825,3,5,45,2013
13210,Pocket Monsters Board Game,5.818,1172,1.94,2,6,45,1999
4517,Diccioescribe,5.818,6571,1.243,3,16,90,1985
7409,4,5.818,569,1.25,2,4,25,2005
7653,Dead Man's Treasure,5.817,552,1.268,3,5,20,2005
5736,Zombi!!! Seconda Edizione,5.816,14146,1.618,2,6,90,2001
5475,Careers,5.816,2180,1.5,2,6,60,1955
7064,Alias,5.815,1010,1.276,4,12,60,1991
8365,1313 Dead End Drive,5.814,750,1.328,2,4,90,2002
5416,Brainstorm,5.814,1673,1.171,4,20,60,1986
7504,Feuerschlucker,5.813,572,1.062,2,6,10,2003
6840,Go West!,5.808,700,2.26,2,4,45,2005
7367,Justinian,5.808,600,2.167,2,4,45,2006
7228,Oriente,5.808,661,2.133,4,12,30,2004
8859,Humains!!!,5.804,684,1.959,2,6,60,2008
8208,En Garde!,5.8,511,1.305,2,6,45,2005
7461,Atlanteon,5.798,701,2.027,2,2,30,1992
7336,Grabr???¤uber aus dem All,5.798,962,1.488,2,6,40,2001
7208,Bean Trader,5.797,718,2.179,3,5,90,2002
6613,Oceania,5.792,923,1.458,1,2,30,2004
5278,Beat the Bell: Spot Five,5.791,2303,1.018,2,6,10,1990
8050,Stratego Legends,5.79,706,2.264,2,8,60,1999
6632,C'est Toute la Question!,5.789,906,1.077,3,6,30,2017
10587,t is subliem 't is Bonkers!,5.785,533,1.312,2,4,10,1978
6055,Saga,5.783,1199,2.013,2,4,30,2004
8720,Nox,5.783,501,1.231,2,6,20,2012
8223,Farao,5.78,576,1.344,1,5,30,1997
6911,Empire Engine,5.779,778,1.673,2,4,30,2013
6977,Kragmortha,5.776,1103,1.416,2,8,45,2007
7319,Drachenparade,5.773,635,1.225,2,5,30,2007
6892,The Order of the Stick Adventure Game Deluxe Edition,5.767,1226,2.758,2,6,360,2006
8340,Ca???§a Letras,5.766,732,1.559,2,4,60,1964
8503,Coloretto Amazon,5.762,523,1.244,2,4,20,2005
6473,Dixit Jinx,5.761,1105,1.203,3,6,15,2012
7677,The Chinese Detective Game,5.759,993,1.333,2,6,30,1987
7159,All the Way Home,5.752,972,1.143,2,5,30,1992
6725,500 Rum,5.749,1345,1.421,2,6,60,1887
6768,Schatten ?¼ber Camelot: Das Kartenspiel,5.744,1120,1.912,1,7,20,2012
7863,Doctor Who: The Card Game,5.743,800,1.956,2,4,60,2012
8114,Gold Digger,5.74,664,1.195,2,5,20,1990
7617,Escalation!,5.74,884,1.071,2,6,15,2007
7764,Agent Hunter,5.74,828,1.1,2,2,15,2013
9732,Dancing Dice,5.731,514,1.114,2,6,30,2004
6718,Dix de suite,5.731,2448,1.21,2,4,45,1956
8113,Buzz Word,5.731,604,1.186,4,12,45,2003
8759,Geek Out!,5.728,807,1.25,2,99,30,2013
6318,Aventuras no Reino Encantado,5.726,2353,1.265,2,6,60,1981
9255,Walking Dead: Le Jeu de Plateau,5.725,1047,2.027,1,6,60,2011
6972,Chez Geek,5.722,4304,1.418,2,5,60,1999
7531,Kittens in a Blender,5.719,1904,1.12,2,4,40,2011
9883,Fill or Bust,5.716,517,1.171,2,10,30,1981
13434,12 K???¶nigreiche,5.716,612,2,1,6,90,2010
8277,Caf?© International,5.716,826,1.321,2,5,45,2001
8807,Family Fluxx,5.713,715,1.233,2,6,30,2005
6495,Bet?±torony,5.712,2725,1.69,2,4,90,1982
8526,Fish Eat Fish,5.711,670,1.356,2,5,30,2003
9198,Clocktowers,5.71,555,1.393,2,4,20,2004
9641,Curses!,5.709,559,1.125,3,6,25,2001
9232,Terra,5.709,503,1.656,3,6,30,2003
9480,Burgoo,5.7,586,1.238,2,5,15,2014
8541,The Reef,5.697,733,1.616,2,2,60,2000
9836,Cars 2 Junior Labyrinth,5.696,545,1.2,2,4,15,1995
6070,Catan Dice Game,5.695,4827,1.239,1,4,15,2007
11791,Minecraft Card Game?,5.694,842,1.217,2,4,45,2015
43858,Les Aventuriers du Rail: Jeu de D?©s,5.694,804,1.541,2,5,50,2008
7085,1000 Bornes,5.693,7059,1.254,2,6,45,1954
12209,Stoner Fluxx,5.692,712,1.326,2,6,15,2003
4787,Unbroken,5.687,1606,1.717,1,1,30,2018
7591,Cranium,5.683,8273,1.433,4,16,60,1998
8656,Frag,5.682,1873,1.76,2,6,30,2001
8540,Don't Go To Jail,5.68,854,1.132,2,4,20,1991
8201,Fluxx,5.677,15296,1.385,2,6,30,1997
8427,Dispettri,5.677,991,1.422,2,6,20,2013
10179,Fluxx: The Board Game,5.677,537,1.889,2,4,30,2013
11097,Stocks & Bonds,5.672,595,2.038,2,8,60,1964
10478,Mutiny!,5.669,511,1.768,2,5,45,2003
11475,Hodowla zwierz??tek,5.669,1233,1.147,2,6,20,1943
8491,Clue,5.667,16605,1.661,3,6,45,1949
10681,Apilando Sillas,5.666,705,1.043,1,99,20,1999
8561,Cardinal's Mexican Train Dominoes,5.665,1784,1.272,1,8,20,1994
10440,??â?°chec au Roi,5.665,876,1.77,2,2,60,1997
10584,The Lord of the Rings Dice Building Game,5.659,618,2.195,2,4,30,2013
9822,Spion,5.658,970,1.516,2,6,45,1992
10628,Castle Keep,5.658,742,1.215,1,4,20,2005
10617,Chefs d'??uvre,5.653,1558,1.452,3,6,60,1970
10996,Nuts!,5.65,747,1.048,2,6,15,2011
15582,Supremacia: O Jogo das Superpotencias,5.634,1310,3.128,2,6,340,1984
12388,20 Questions,5.63,639,1.35,2,7,30,1988
13142,Lunch Money,5.629,2543,1.515,2,4,20,1996
